"","Site_code","Month","WY","ppt_pM","tmax_pM","tmin_pM","tavg_pM","vpdmin_pM","vpdmax_pM","tmax_cM","tmin_cM","tavg_cM","ppt_cM","cmd_cM","ppt_pA","tmax_pA","tmin_pA","tavg_pA","vpdmin_pA","vpdmax_pA","ppt_cA","tmax_cA","tmin_cA","tavg_cA","cmd_cA"
"2196","DC 16",9,2005,5.448,28.3349991,13.1450005,20.7390003,4.8579998,28.4519997,29.4,12.9,21.1,7,118,81.170417775,21.8849167083333,9.94425040833333,15.91425065,2.68583330833333,18.188166675,81.5833333333333,22.9083333333333,9.65833333333333,16.275,62.6666666666667
"2197","DC 16",10,2006,25.7989998,23.7859993,11.4250002,17.6050014,3.757,19.1539993,24.7,10,17.4,25,58,103.8389996,22.5554166583333,10.4133337,16.48400075,3.34949999166667,19.9317498916667,94.5833333333333,23.3833333333333,10.0166666666667,16.6916666666667,75.25
"2198","DC 16",11,2006,79.1930008,18.8029995,7.9510002,13.3760004,1.853,12.5349998,19.5,7,13.2,91,0,103.8389996,22.5554166583333,10.4133337,16.48400075,3.34949999166667,19.9317498916667,94.5833333333333,23.3833333333333,10.0166666666667,16.6916666666667,75.25
"2199","DC 16",12,2006,394.0480042,13.4469995,5.5130005,9.4800005,0.353,5.2150002,13.7,5.1,9.4,308,0,103.8389996,22.5554166583333,10.4133337,16.48400075,3.34949999166667,19.9317498916667,94.5833333333333,23.3833333333333,10.0166666666667,16.6916666666667,75.25
"2200","DC 16",1,2006,166.9700012,13.6999998,5.4400001,9.5690002,0.374,6.3520002,12.8,4.2,8.5,137,0,103.8389996,22.5554166583333,10.4133337,16.48400075,3.34949999166667,19.9317498916667,94.5833333333333,23.3833333333333,10.0166666666667,16.6916666666667,75.25
"2201","DC 16",2,2006,98.0979996,16.3320007,4.605,10.4680004,1.154,11.059,17.2,4.6,10.9,121,0,103.8389996,22.5554166583333,10.4133337,16.48400075,3.34949999166667,19.9317498916667,94.5833333333333,23.3833333333333,10.0166666666667,16.6916666666667,75.25
"2202","DC 16",3,2006,267.894989,12.3739996,4.0910001,8.2320004,0.604,6.585,12.2,3.6,7.9,248,0,103.8389996,22.5554166583333,10.4133337,16.48400075,3.34949999166667,19.9317498916667,94.5833333333333,23.3833333333333,10.0166666666667,16.6916666666667,75.25
"2203","DC 16",4,2006,191.2779999,17.3369999,8.1590004,12.7480001,0.621,8.8879995,18,7.9,12.9,178,0,103.8389996,22.5554166583333,10.4133337,16.48400075,3.34949999166667,19.9317498916667,94.5833333333333,23.3833333333333,10.0166666666667,16.6916666666667,75.25
"2204","DC 16",5,2006,22.7870007,26.118,11.7130003,18.9150009,2.082,22.7339993,27.2,12,19.6,24,133,103.8389996,22.5554166583333,10.4133337,16.48400075,3.34949999166667,19.9317498916667,94.5833333333333,23.3833333333333,10.0166666666667,16.6916666666667,75.25
"2205","DC 16",6,2006,0,31.2700005,15.8760004,23.5730019,4.7290001,32.8209991,32.7,15.9,24.3,1,188,103.8389996,22.5554166583333,10.4133337,16.48400075,3.34949999166667,19.9317498916667,94.5833333333333,23.3833333333333,10.0166666666667,16.6916666666667,75.25
"2206","DC 16",7,2006,0,35.4650002,19.6830006,27.5740013,10.1490002,45.3330002,37.4,19.5,28.4,0,215,103.8389996,22.5554166583333,10.4133337,16.48400075,3.34949999166667,19.9317498916667,94.5833333333333,23.3833333333333,10.0166666666667,16.6916666666667,75.25
"2207","DC 16",8,2006,0,31.9090004,15.7630005,23.8360004,6.6799998,35.769001,34,16.1,25,1,179,103.8389996,22.5554166583333,10.4133337,16.48400075,3.34949999166667,19.9317498916667,94.5833333333333,23.3833333333333,10.0166666666667,16.6916666666667,75.25
"2208","DC 16",9,2006,0,30.1240005,14.7410011,22.4320011,7.8379998,32.7360001,31.2,14.3,22.8,1,130,103.8389996,22.5554166583333,10.4133337,16.48400075,3.34949999166667,19.9317498916667,94.5833333333333,23.3833333333333,10.0166666666667,16.6916666666667,75.25
"2209","DC 16",10,2007,4.8280001,23.2509995,9.8240004,16.5370007,3.9649999,19.7889996,24.3,9.3,16.8,6,77,50.4465836333333,22.6629166666667,9.49808354166667,16.0800008,3.15624995,20.3506665666667,50.5,23.7833333333333,9.6,16.6833333333333,86
"2210","DC 16",11,2007,85.6159973,16.2420006,6.9590001,11.6000004,0.629,7.559,16.9,6.3,11.6,81,0,50.4465836333333,22.6629166666667,9.49808354166667,16.0800008,3.15624995,20.3506665666667,50.5,23.7833333333333,9.6,16.6833333333333,86
"2211","DC 16",12,2007,144.0429993,13.2440004,3.9760001,8.6100006,0.96,7.6490002,13.3,3.6,8.4,135,0,50.4465836333333,22.6629166666667,9.49808354166667,16.0800008,3.15624995,20.3506665666667,50.5,23.7833333333333,9.6,16.6833333333333,86
"2212","DC 16",1,2007,11.3850002,13.7709999,0.9590001,7.3640003,1.451,10.1700001,14.4,1.4,7.9,15,24,50.4465836333333,22.6629166666667,9.49808354166667,16.0800008,3.15624995,20.3506665666667,50.5,23.7833333333333,9.6,16.6833333333333,86
"2213","DC 16",2,2007,228.1970062,14.4259996,5.4530001,9.9390001,0.896,7.737,14.9,5.1,10,243,0,50.4465836333333,22.6629166666667,9.49808354166667,16.0800008,3.15624995,20.3506665666667,50.5,23.7833333333333,9.6,16.6833333333333,86
"2214","DC 16",3,2007,22.6809998,20.4519997,7.7150002,14.0830011,1.878,14.6120005,22.1,7.8,14.9,21,73,50.4465836333333,22.6629166666667,9.49808354166667,16.0800008,3.15624995,20.3506665666667,50.5,23.7833333333333,9.6,16.6833333333333,86
"2215","DC 16",4,2007,67.776001,20.7180004,7.7840004,14.2510004,1.8049999,15.2489996,22,7.9,14.9,61,52,50.4465836333333,22.6629166666667,9.49808354166667,16.0800008,3.15624995,20.3506665666667,50.5,23.7833333333333,9.6,16.6833333333333,86
"2216","DC 16",5,2007,21.441,26.3290005,10.8030005,18.566,2.9100001,24.7280006,27.5,11.6,19.6,21,139,50.4465836333333,22.6629166666667,9.49808354166667,16.0800008,3.15624995,20.3506665666667,50.5,23.7833333333333,9.6,16.6833333333333,86
"2217","DC 16",6,2007,2.211,30.0799999,13.8050003,21.9420013,4.4629998,32.7879982,31.4,14.3,22.8,6,178,50.4465836333333,22.6629166666667,9.49808354166667,16.0800008,3.15624995,20.3506665666667,50.5,23.7833333333333,9.6,16.6833333333333,86
"2218","DC 16",7,2007,0.104,33.0180016,16.493,24.7550011,6.1350002,38.2410011,35.3,17.7,26.5,1,204,50.4465836333333,22.6629166666667,9.49808354166667,16.0800008,3.15624995,20.3506665666667,50.5,23.7833333333333,9.6,16.6833333333333,86
"2219","DC 16",8,2007,0,33.0439987,16.7220001,24.8820019,8.2869997,39.4799995,34.7,17.1,25.9,1,181,50.4465836333333,22.6629166666667,9.49808354166667,16.0800008,3.15624995,20.3506665666667,50.5,23.7833333333333,9.6,16.6833333333333,86
"2220","DC 16",9,2007,17.0769997,27.3799992,13.4840002,20.4310017,4.4959998,26.2059994,28.6,13.1,20.9,15,104,50.4465836333333,22.6629166666667,9.49808354166667,16.0800008,3.15624995,20.3506665666667,50.5,23.7833333333333,9.6,16.6833333333333,86
"2221","DC 16",10,2008,60.7000008,21.4629993,10.3620005,15.9120007,2.3540001,15.2049999,22.2,9.4,15.8,66,8,53.1070003916667,22.64933315,9.59158374166667,16.1200009583333,3.95266666666667,21.3940836166667,53.1666666666667,23.6166666666667,9.59166666666667,16.6083333333333,88.5833333333333
"2222","DC 16",11,2008,33.7519989,19.9759998,7.5810003,13.7780008,2.1630001,14.2340002,21,7.2,14.1,23,29,53.1070003916667,22.64933315,9.59158374166667,16.1200009583333,3.95266666666667,21.3940836166667,53.1666666666667,23.6166666666667,9.59166666666667,16.6083333333333,88.5833333333333
"2223","DC 16",12,2008,166.2559967,11.5050001,2.585,7.0450006,0.654,6.2309999,11.4,2.2,6.8,136,0,53.1070003916667,22.64933315,9.59158374166667,16.1200009583333,3.95266666666667,21.3940836166667,53.1666666666667,23.6166666666667,9.59166666666667,16.6083333333333,88.5833333333333
"2224","DC 16",1,2008,234.477005,10.6569996,2.6250002,6.6400003,0.512,5.7420001,10.6,2.4,6.5,244,0,53.1070003916667,22.64933315,9.59158374166667,16.1200009583333,3.95266666666667,21.3940836166667,53.1666666666667,23.6166666666667,9.59166666666667,16.6083333333333,88.5833333333333
"2225","DC 16",2,2008,112.9810028,14.3940001,4.3610001,9.3770008,1.168,8.7770004,15.2,4,9.6,127,0,53.1070003916667,22.64933315,9.59158374166667,16.1200009583333,3.95266666666667,21.3940836166667,53.1666666666667,23.6166666666667,9.59166666666667,16.6083333333333,88.5833333333333
"2226","DC 16",3,2008,18.5340004,18.3379993,6.0150003,12.1760006,1.895,13.4090004,19,5.7,12.3,24,59,53.1070003916667,22.64933315,9.59158374166667,16.1200009583333,3.95266666666667,21.3940836166667,53.1666666666667,23.6166666666667,9.59166666666667,16.6083333333333,88.5833333333333
"2227","DC 16",4,2008,6.9330001,20.6499996,5.9280005,13.2890005,2.6719999,18.2339993,21.2,6.4,13.8,8,104,53.1070003916667,22.64933315,9.59158374166667,16.1200009583333,3.95266666666667,21.3940836166667,53.1666666666667,23.6166666666667,9.59166666666667,16.6083333333333,88.5833333333333
"2228","DC 16",5,2008,3.651,25.5610008,11.2550001,18.4080009,4.1960001,23.8600006,26.9,11.8,19.4,7,149,53.1070003916667,22.64933315,9.59158374166667,16.1200009583333,3.95266666666667,21.3940836166667,53.1666666666667,23.6166666666667,9.59166666666667,16.6083333333333,88.5833333333333
"2229","DC 16",6,2008,0,30.6259995,14.2300005,22.427002,6.4050002,34.3230019,32.1,14.9,23.5,1,187,53.1070003916667,22.64933315,9.59158374166667,16.1200009583333,3.95266666666667,21.3940836166667,53.1666666666667,23.6166666666667,9.59166666666667,16.6083333333333,88.5833333333333
"2230","DC 16",7,2008,0,33.5550003,17.0160007,25.2850018,6.9850001,39.3510017,35.9,18.1,27,0,208,53.1070003916667,22.64933315,9.59158374166667,16.1200009583333,3.95266666666667,21.3940836166667,53.1666666666667,23.6166666666667,9.59166666666667,16.6083333333333,88.5833333333333
"2231","DC 16",8,2008,0,33.9679985,17.8220005,25.894001,9.2919998,41.3479996,35.2,17.7,26.5,1,182,53.1070003916667,22.64933315,9.59158374166667,16.1200009583333,3.95266666666667,21.3940836166667,53.1666666666667,23.6166666666667,9.59166666666667,16.6083333333333,88.5833333333333
"2232","DC 16",9,2008,0,31.0990009,15.3190012,23.2090015,9.1359997,36.0149994,32.7,15.3,24,1,137,53.1070003916667,22.64933315,9.59158374166667,16.1200009583333,3.95266666666667,21.3940836166667,53.1666666666667,23.6166666666667,9.59166666666667,16.6083333333333,88.5833333333333
"2233","DC 16",10,2009,40.4980011,25.4160004,11.9420004,18.6790009,5.8189998,24.243,26,10.9,18.5,48,39,58.1716672166667,22.8020834166667,10.03191695,16.4165843666667,3.69083335833333,20.9107497666667,65.9166666666667,23.8583333333333,10.0166666666667,16.9416666666667,72.25
"2234","DC 16",11,2009,79.447998,18.7000008,8.5270004,13.6130009,1.109,10.5790005,19.9,8.1,14,70,0,58.1716672166667,22.8020834166667,10.03191695,16.4165843666667,3.69083335833333,20.9107497666667,65.9166666666667,23.8583333333333,10.0166666666667,16.9416666666667,72.25
"2235","DC 16",12,2009,113.8980026,11.1709995,2,6.5850005,0.324,5.6409998,11.8,2,6.9,111,0,58.1716672166667,22.8020834166667,10.03191695,16.4165843666667,3.69083335833333,20.9107497666667,65.9166666666667,23.8583333333333,10.0166666666667,16.9416666666667,72.25
"2236","DC 16",1,2009,57.9589996,14.9449997,3.9070003,9.4250002,1.3660001,9.9289999,16.1,4.1,10.1,73,0,58.1716672166667,22.8020834166667,10.03191695,16.4165843666667,3.69083335833333,20.9107497666667,65.9166666666667,23.8583333333333,10.0166666666667,16.9416666666667,72.25
"2237","DC 16",2,2009,175.5330048,13.9429998,5.3920002,9.6670008,1.1,8.0170002,14,4.3,9.2,236,0,58.1716672166667,22.8020834166667,10.03191695,16.4165843666667,3.69083335833333,20.9107497666667,65.9166666666667,23.8583333333333,10.0166666666667,16.9416666666667,72.25
"2238","DC 16",3,2009,111.6539993,16.8470001,5.5770001,11.2120008,1.66,11.4169998,17.3,5.2,11.2,122,0,58.1716672166667,22.8020834166667,10.03191695,16.4165843666667,3.69083335833333,20.9107497666667,65.9166666666667,23.8583333333333,10.0166666666667,16.9416666666667,72.25
"2239","DC 16",4,2009,15.0690002,20.3670006,6.8810005,13.6240005,2.8099999,17.1509991,21,7.1,14,35,74,58.1716672166667,22.8020834166667,10.03191695,16.4165843666667,3.69083335833333,20.9107497666667,65.9166666666667,23.8583333333333,10.0166666666667,16.9416666666667,72.25
"2240","DC 16",5,2009,80.6090012,26.4470005,12.2550001,19.3510017,2.7320001,23.1130009,27.8,13.2,20.5,75,83,58.1716672166667,22.8020834166667,10.03191695,16.4165843666667,3.69083335833333,20.9107497666667,65.9166666666667,23.8583333333333,10.0166666666667,16.9416666666667,72.25
"2241","DC 16",6,2009,19.6809998,27.8519993,13.3100004,20.5800018,3.0650001,26.0750008,29.4,14,21.7,14,156,58.1716672166667,22.8020834166667,10.03191695,16.4165843666667,3.69083335833333,20.9107497666667,65.9166666666667,23.8583333333333,10.0166666666667,16.9416666666667,72.25
"2242","DC 16",7,2009,0,34.0079994,17.1310005,25.5690022,8.007,41.5569992,36,18,27,0,209,58.1716672166667,22.8020834166667,10.03191695,16.4165843666667,3.69083335833333,20.9107497666667,65.9166666666667,23.8583333333333,10.0166666666667,16.9416666666667,72.25
"2243","DC 16",8,2009,0,32.4140015,16.7460003,24.5800018,7.368,37.3289986,33.9,17,25.5,1,175,58.1716672166667,22.8020834166667,10.03191695,16.4165843666667,3.69083335833333,20.9107497666667,65.9166666666667,23.8583333333333,10.0166666666667,16.9416666666667,72.25
"2244","DC 16",9,2009,3.711,31.5149994,16.7150002,24.1140003,8.9300003,35.8779984,33.1,16.3,24.7,6,131,58.1716672166667,22.8020834166667,10.03191695,16.4165843666667,3.69083335833333,20.9107497666667,65.9166666666667,23.8583333333333,10.0166666666667,16.9416666666667,72.25
"2245","DC 16",10,2010,64.5749969,21.7189999,10.0930004,15.9060011,3.118,15.9130001,22.6,9.6,16.1,87,0,70.5774155333333,21.2213336583333,9.42700035833333,15.3238339916667,2.71291668333333,17.63225,72.5833333333333,22.0333333333333,9.25,15.625,62.5833333333333
"2246","DC 16",11,2010,44.7200012,17.6270008,6.5540004,12.0900002,1.368,11.5,18.7,6,12.3,40,6,70.5774155333333,21.2213336583333,9.42700035833333,15.3238339916667,2.71291668333333,17.63225,72.5833333333333,22.0333333333333,9.25,15.625,62.5833333333333
"2247","DC 16",12,2010,114.6490021,11.7110004,2.96,7.3350005,0.666,5.8449998,11.7,2.6,7.1,112,0,70.5774155333333,21.2213336583333,9.42700035833333,15.3238339916667,2.71291668333333,17.63225,72.5833333333333,22.0333333333333,9.25,15.625,62.5833333333333
"2248","DC 16",1,2010,215.5529938,12.3039999,5.5190001,8.9110003,0.775,5.4099998,12.5,4.9,8.7,208,0,70.5774155333333,21.2213336583333,9.42700035833333,15.3238339916667,2.71291668333333,17.63225,72.5833333333333,22.0333333333333,9.25,15.625,62.5833333333333
"2249","DC 16",2,2010,92.1289978,14.6689997,6.4330001,10.5500002,0.611,6.6570001,14.6,5.7,10.1,122,0,70.5774155333333,21.2213336583333,9.42700035833333,15.3238339916667,2.71291668333333,17.63225,72.5833333333333,22.0333333333333,9.25,15.625,62.5833333333333
"2250","DC 16",3,2010,80.5999985,16.8299999,5.8180003,11.3240004,1.3789999,11.0979996,17.3,5.5,11.4,88,0,70.5774155333333,21.2213336583333,9.42700035833333,15.3238339916667,2.71291668333333,17.63225,72.5833333333333,22.0333333333333,9.25,15.625,62.5833333333333
"2251","DC 16",4,2010,177.522995,16.3180008,6.2170005,11.2670002,0.916,9.9519997,16.9,6,11.4,154,0,70.5774155333333,21.2213336583333,9.42700035833333,15.3238339916667,2.71291668333333,17.63225,72.5833333333333,22.0333333333333,9.25,15.625,62.5833333333333
"2252","DC 16",5,2010,56.2410011,20.4810009,7.9990005,14.2400007,1.7,15.2419996,21.5,8.1,14.8,53,76,70.5774155333333,21.2213336583333,9.42700035833333,15.3238339916667,2.71291668333333,17.63225,72.5833333333333,22.0333333333333,9.25,15.625,62.5833333333333
"2253","DC 16",6,2010,0.557,28.3959999,14.262001,21.3290005,3.3429999,26.2210007,29.5,14.5,22,4,165,70.5774155333333,21.2213336583333,9.42700035833333,15.3238339916667,2.71291668333333,17.63225,72.5833333333333,22.0333333333333,9.25,15.625,62.5833333333333
"2254","DC 16",7,2010,0,33.2070007,16.5100002,24.8580017,4.9910002,36.8269997,35.4,17.9,26.6,0,205,70.5774155333333,21.2213336583333,9.42700035833333,15.3238339916667,2.71291668333333,17.63225,72.5833333333333,22.0333333333333,9.25,15.625,62.5833333333333
"2255","DC 16",8,2010,0.382,31.4680004,15.4350004,23.4510002,6.2820001,35.3110008,32.7,15.6,24.2,1,171,70.5774155333333,21.2213336583333,9.42700035833333,15.3238339916667,2.71291668333333,17.63225,72.5833333333333,22.0333333333333,9.25,15.625,62.5833333333333
"2256","DC 16",9,2010,0,29.9260006,15.3240004,22.6250019,7.4060001,31.6110001,31,14.6,22.8,2,128,70.5774155333333,21.2213336583333,9.42700035833333,15.3238339916667,2.71291668333333,17.63225,72.5833333333333,22.0333333333333,9.25,15.625,62.5833333333333
"2257","DC 16",10,2011,135.2409973,23.6369991,12.8850002,18.2600002,3.9779999,18.7380009,24,11.6,17.8,116,0,109.4965841,21.3431666083333,9.79233371666667,15.567333975,2.654583325,17.5553333333333,116.916666666667,21.9083333333333,9.41666666666667,15.6666666666667,55.0833333333333
"2258","DC 16",11,2011,147.7819977,16.4669991,6.6450005,11.5550003,1.441,10.335,17,5.5,11.2,132,0,109.4965841,21.3431666083333,9.79233371666667,15.567333975,2.654583325,17.5553333333333,116.916666666667,21.9083333333333,9.41666666666667,15.6666666666667,55.0833333333333
"2259","DC 16",12,2011,317.2860107,13.2189999,6.4270005,9.8230009,0.358,4.849,12,5,8.5,280,0,109.4965841,21.3431666083333,9.79233371666667,15.567333975,2.654583325,17.5553333333333,116.916666666667,21.9083333333333,9.41666666666667,15.6666666666667,55.0833333333333
"2260","DC 16",1,2011,54.243,12.7840004,3.164,7.9740005,0.373,6.1810002,14,3.6,8.8,92,0,109.4965841,21.3431666083333,9.79233371666667,15.567333975,2.654583325,17.5553333333333,116.916666666667,21.9083333333333,9.41666666666667,15.6666666666667,55.0833333333333
"2261","DC 16",2,2011,167.5180054,14.0360003,3.5290003,8.7820005,1.619,9.776,14,3,8.5,215,0,109.4965841,21.3431666083333,9.79233371666667,15.567333975,2.654583325,17.5553333333333,116.916666666667,21.9083333333333,9.41666666666667,15.6666666666667,55.0833333333333
"2262","DC 16",3,2011,328.1419983,13.9139996,6.2300005,10.0720005,0.739,7.1630001,14.2,5.6,9.9,343,0,109.4965841,21.3431666083333,9.79233371666667,15.567333975,2.654583325,17.5553333333333,116.916666666667,21.9083333333333,9.41666666666667,15.6666666666667,55.0833333333333
"2263","DC 16",4,2011,31.0419998,18.6369991,6.6980004,12.6670008,1.238,12.2209997,18.7,6.9,12.8,64,33,109.4965841,21.3431666083333,9.79233371666667,15.567333975,2.654583325,17.5553333333333,116.916666666667,21.9083333333333,9.41666666666667,15.6666666666667,55.0833333333333
"2264","DC 16",5,2011,61.4959984,20.8670006,8.3920002,14.6290007,1.98,16.0130005,21.7,8.4,15.1,86,43,109.4965841,21.3431666083333,9.79233371666667,15.567333975,2.654583325,17.5553333333333,116.916666666667,21.9083333333333,9.41666666666667,15.6666666666667,55.0833333333333
"2265","DC 16",6,2011,48.6640015,26.3220005,13.1140003,19.7180004,2.6159999,22.5450001,27.2,13.2,20.2,62,94,109.4965841,21.3431666083333,9.79233371666667,15.567333975,2.654583325,17.5553333333333,116.916666666667,21.9083333333333,9.41666666666667,15.6666666666667,55.0833333333333
"2266","DC 16",7,2011,0,31.5009995,16.5340004,24.0170002,4.704,32.1209984,33.2,17.1,25.1,0,190,109.4965841,21.3431666083333,9.79233371666667,15.567333975,2.654583325,17.5553333333333,116.916666666667,21.9083333333333,9.41666666666667,15.6666666666667,55.0833333333333
"2267","DC 16",8,2011,0,32.6980019,16.6580009,24.6780014,5.619,35.9259987,33.8,16.5,25.2,1,176,109.4965841,21.3431666083333,9.79233371666667,15.567333975,2.654583325,17.5553333333333,116.916666666667,21.9083333333333,9.41666666666667,15.6666666666667,55.0833333333333
"2268","DC 16",9,2011,22.5450001,32.0359993,17.2320004,24.6330013,7.1900001,34.7960014,33.1,16.6,24.9,12,125,109.4965841,21.3431666083333,9.79233371666667,15.567333975,2.654583325,17.5553333333333,116.916666666667,21.9083333333333,9.41666666666667,15.6666666666667,55.0833333333333
"2269","DC 16",10,2012,62.9469986,23.4669991,12.2270002,17.8460007,2.5710001,16.3439999,24.3,10.8,17.6,135,0,59.4760329583333,22.71416665,9.892000275,16.3026673833333,3.63800004166667,20.699416875,85.5833333333333,23.6333333333333,9.775,16.7083333333333,68.9166666666667
"2270","DC 16",11,2012,35.9990005,15.8850002,6.0000005,10.9420004,1.021,8.9980001,16.3,5.1,10.7,89,0,59.4760329583333,22.71416665,9.892000275,16.3026673833333,3.63800004166667,20.699416875,85.5833333333333,23.6333333333333,9.775,16.7083333333333,68.9166666666667
"2271","DC 16",12,2012,3.473,14.8620005,2.756,8.809,2.049,11.2449999,15.2,3.1,9.2,24,12,59.4760329583333,22.71416665,9.892000275,16.3026673833333,3.63800004166667,20.699416875,85.5833333333333,23.6333333333333,9.775,16.7083333333333,68.9166666666667
"2272","DC 16",1,2012,121.2590027,15.335,4.329,9.8320007,1.845,10.427,15.6,3.7,9.7,181,0,59.4760329583333,22.71416665,9.892000275,16.3026673833333,3.63800004166667,20.699416875,85.5833333333333,23.6333333333333,9.775,16.7083333333333,68.9166666666667
"2273","DC 16",2,2012,48.9860001,15.7919998,4.5830002,10.1870003,1.46,10.6859999,16.2,4.2,10.2,102,0,59.4760329583333,22.71416665,9.892000275,16.3026673833333,3.63800004166667,20.699416875,85.5833333333333,23.6333333333333,9.775,16.7083333333333,68.9166666666667
"2274","DC 16",3,2012,292.598999,14.5930004,5.7170005,10.1550007,1.191,8.2740002,15,5.7,10.3,309,0,59.4760329583333,22.71416665,9.892000275,16.3026673833333,3.63800004166667,20.699416875,85.5833333333333,23.6333333333333,9.775,16.7083333333333,68.9166666666667
"2275","DC 16",4,2012,138.0379944,18.9389992,7.6570005,13.2970009,1.299,12.1809998,20.2,8.1,14.1,142,0,59.4760329583333,22.71416665,9.892000275,16.3026673833333,3.63800004166667,20.699416875,85.5833333333333,23.6333333333333,9.775,16.7083333333333,68.9166666666667
"2276","DC 16",5,2012,2.4514,25.4370003,10.8030005,18.1200008,2.8740001,22.5319996,26.9,11.6,19.3,15,142,59.4760329583333,22.71416665,9.892000275,16.3026673833333,3.63800004166667,20.699416875,85.5833333333333,23.6333333333333,9.775,16.7083333333333,68.9166666666667
"2277","DC 16",6,2012,7.7140002,29.0400009,13.1120005,21.0760002,4.3309999,30.6429996,30.1,13.8,21.9,25,151,59.4760329583333,22.71416665,9.892000275,16.3026673833333,3.63800004166667,20.699416875,85.5833333333333,23.6333333333333,9.775,16.7083333333333,68.9166666666667
"2278","DC 16",7,2012,0.246,32.6150017,16.5310001,24.5730019,6.6009998,37.4850006,34.4,16.9,25.6,1,199,59.4760329583333,22.71416665,9.892000275,16.3026673833333,3.63800004166667,20.699416875,85.5833333333333,23.6333333333333,9.775,16.7083333333333,68.9166666666667
"2279","DC 16",8,2012,0,34.7949982,18.677,26.7350006,10.1610003,44.512001,36,18.1,27.1,2,186,59.4760329583333,22.71416665,9.892000275,16.3026673833333,3.63800004166667,20.699416875,85.5833333333333,23.6333333333333,9.775,16.7083333333333,68.9166666666667
"2280","DC 16",9,2012,0,31.8099995,16.3120003,24.0600014,8.2530003,35.0660019,33.4,16.2,24.8,2,137,59.4760329583333,22.71416665,9.892000275,16.3026673833333,3.63800004166667,20.699416875,85.5833333333333,23.6333333333333,9.775,16.7083333333333,68.9166666666667
"2281","DC 16",10,2013,53.8260002,24.2679996,12.2460003,18.2560005,4.0609999,19.7810001,24.8,11.1,18,68,14,70.1202331416667,22.8971668166667,10.4009170333333,16.6485840833333,3.32033335833333,20.3508333,72,23.775,10.1416666666667,16.95,71
"2282","DC 16",11,2013,238.5449982,17.3579998,8.8970003,13.1270008,1.173,9.1339998,18.4,7.7,13,217,0,70.1202331416667,22.8971668166667,10.4009170333333,16.6485840833333,3.32033335833333,20.3508333,72,23.775,10.1416666666667,16.95,71
"2283","DC 16",12,2013,342.0617981,11.823,3.7110002,7.7670002,0.322,5.1240001,11.4,3.3,7.3,279,0,70.1202331416667,22.8971668166667,10.4009170333333,16.6485840833333,3.32033335833333,20.3508333,72,23.775,10.1416666666667,16.95,71
"2284","DC 16",1,2013,19.7840004,12.8780003,2.6170001,7.7470002,0.996,7.9239998,13.8,1.8,7.8,49,0,70.1202331416667,22.8971668166667,10.4009170333333,16.6485840833333,3.32033335833333,20.3508333,72,23.775,10.1416666666667,16.95,71
"2285","DC 16",2,2013,18.5219994,15.8769999,3.9590001,9.9170008,1.677,10.9870005,16.7,3.3,10,47,5,70.1202331416667,22.8971668166667,10.4009170333333,16.6485840833333,3.32033335833333,20.3508333,72,23.775,10.1416666666667,16.95,71
"2286","DC 16",3,2013,71.526001,19.3670006,7.4390001,13.4030008,1.738,13.4910002,20.3,7.3,13.8,76,10,70.1202331416667,22.8971668166667,10.4009170333333,16.6485840833333,3.32033335833333,20.3508333,72,23.775,10.1416666666667,16.95,71
"2287","DC 16",4,2013,31.4790001,22.7369995,9.3330002,16.0340004,2.5190001,18.823,23.6,9.7,16.6,46,72,70.1202331416667,22.8971668166667,10.4009170333333,16.6485840833333,3.32033335833333,20.3508333,72,23.775,10.1416666666667,16.95,71
"2288","DC 16",5,2013,13.5570002,25.6620007,11.9460001,18.8040009,3.5780001,23.1809998,26.7,12,19.4,21,133,70.1202331416667,22.8971668166667,10.4009170333333,16.6485840833333,3.32033335833333,20.3508333,72,23.775,10.1416666666667,16.95,71
"2289","DC 16",6,2013,30.5540009,30.0820007,15.052001,22.5670013,4.1290002,30.7889996,31.6,15.5,23.5,28,154,70.1202331416667,22.8971668166667,10.4009170333333,16.6485840833333,3.32033335833333,20.3508333,72,23.775,10.1416666666667,16.95,71
"2290","DC 16",7,2013,0,34.6710014,18.4650002,26.5680008,8.3339996,42.5369987,36.3,19.1,27.7,0,208,70.1202331416667,22.8971668166667,10.4009170333333,16.6485840833333,3.32033335833333,20.3508333,72,23.775,10.1416666666667,16.95,71
"2291","DC 16",8,2013,0.031,31.816,16.3410015,24.078001,6.5700002,35.2470016,33,16.6,24.8,1,170,70.1202331416667,22.8971668166667,10.4009170333333,16.6485840833333,3.32033335833333,20.3508333,72,23.775,10.1416666666667,16.95,71
"2292","DC 16",9,2013,21.5569992,28.2269993,14.8050003,21.5150013,4.7470002,27.1919994,28.7,14.3,21.5,32,86,70.1202331416667,22.8971668166667,10.4009170333333,16.6485840833333,3.32033335833333,20.3508333,72,23.775,10.1416666666667,16.95,71
"2293","DC 16",10,2014,3.8110001,24.2159996,10.8590002,17.5370007,5.348,22.4860001,24.7,9.2,17,9,75,46.9503333583333,23.9931666083333,10.9608338333333,17.4764173916667,4.22824994166667,22.6031666583333,52.5833333333333,24.875,10.6083333333333,17.75,80.25
