"","Site_code","vpdmin_pM","Month","Day","vpdmax_pM","Year","tmax_pM","Date","tmin_pM","tavg_pM","ppt_pM"
"11511","DC 15",1.152,3,"1",11.0950003,2010,16.1819992,2010-03-01,4.4860001,10.3330002,96.961998
"11512","DC 15",0.802,4,"1",9.9119997,2010,15.7299995,2010-04-01,5.046,10.3870001,174.25
"11513","DC 15",1.513,5,"1",14.8120003,2010,19.757,2010-05-01,6.8000002,13.2780008,72.6220016
"11514","DC 15",2.796,6,"1",25.7049999,2010,27.7700005,2010-06-01,13.1160002,20.4430008,1.178
"11515","DC 15",5.605,7,"1",37.9259987,2010,33.0699997,2010-07-01,16.2360001,24.6520004,0
"11516","DC 15",6.6599998,8,"1",36.8989983,2010,31.3959999,2010-08-01,14.684,23.0400009,0.642
"11517","DC 15",6.8140001,9,"1",33.4889984,2010,29.9279995,2010-09-01,13.9309998,21.9280014,0
"11518","DC 15",3.5280001,10,"1",19.9510002,2010,23.4839993,2010-10-01,11.4829998,17.4820004,165.9470062
"11519","DC 15",1.1950001,11,"1",10.5579996,2010,15.9160004,2010-11-01,5.0479999,10.4810009,171.7720032
"11520","DC 15",0.326,12,"1",4.9660001,2010,12.5649996,2010-12-01,5.0630002,8.8130007,350.4689941
"11521","DC 15",2.6090002,1,"1",18.2890015,2011,20.9840012,2011-01-01,8.2420006,14.6120005,61.1520004
"11522","DC 15",1.525,2,"1",9.9440002,2011,13.415,2011-02-01,2.2190001,7.8170004,168.677002
"11523","DC 15",0.574,3,"1",7.0900002,2011,13.073,2011-03-01,4.6830001,8.8780003,385.4200134
"11524","DC 15",1.211,4,"1",12.1379995,2011,17.9209995,2011-04-01,5.6149998,11.7670002,36.7519989
"11525","DC 15",1.936,5,"1",15.75,2011,20.1040001,2011-05-01,7.2459998,13.6740007,70.4250031
"11526","DC 15",2.477,6,"1",22.0370007,2011,25.5620003,2011-06-01,11.9029999,18.7320004,54.9630013
"11527","DC 15",4.48,7,"1",32.3089981,2011,31.0680008,2011-07-01,15.6040001,23.3360004,0
"11528","DC 15",6.256,8,"1",37.8330002,2011,32.6110001,2011-08-01,15.9060001,24.2580013,0
"11529","DC 15",7.0749998,9,"1",36.6399994,2011,31.948,2011-09-01,16.1110001,24.0290012,5.579
"11530","DC 15",2.1819999,10,"1",17.2390003,2011,23.1669998,2011-10-01,10.592,16.8790016,76.3860016
"11531","DC 15",1.039,11,"1",9.5450001,2011,15.5059996,2011-11-01,4.8439999,10.1740007,42.0929985
"11532","DC 15",1.972,12,"1",11.5970001,2011,14.573,2011-12-01,1.8049999,8.1880007,3.7320001
"11533","DC 15",3.5400002,1,"1",21.1130009,2012,22.3490009,2012-01-01,9.1220007,15.7350006,150.1329956
"11534","DC 15",1.322,2,"1",10.823,2012,15.3070002,2012-02-01,3.404,9.3550005,56.7970009
"11535","DC 15",1.0089999,3,"1",8.1990004,2012,13.8940001,2012-03-01,4.5139999,9.2030001,349.7789917
"11536","DC 15",1.381,4,"1",12.8509998,2012,18.6310005,2012-04-01,6.7189999,12.6740007,171.8580017
"11537","DC 15",2.9200001,5,"1",22.8150005,2012,24.9629993,2012-05-01,9.9029999,17.4320011,5.1634998
"11538","DC 15",4.2020001,6,"1",30.3360004,2012,28.4470005,2012-06-01,12.1260004,20.2860012,10.6590004
"11539","DC 15",6.8109999,7,"1",38.1739998,2012,32.4490013,2012-07-01,15.6199999,24.0340004,0.691
"11540","DC 15",9.9989996,8,"1",46.5730019,2012,34.8889999,2012-08-01,17.6060009,26.2470016,0
"11541","DC 15",8.1680002,9,"1",36.8450012,2012,31.9060001,2012-09-01,15.2959995,23.6000004,0
"11542","DC 15",3.6860001,10,"1",20.8279991,2012,24.1200008,2012-10-01,10.6960001,17.4080009,39.9059982
"11543","DC 15",0.916,11,"1",9.7080002,2012,17.0249996,2012-11-01,7.3709998,12.1970005,239.2839966
"11544","DC 15",0.312,12,"1",5.099,2012,11.3409996,2012-12-01,2.994,7.1660004,377.3183899
"11545","DC 15",3.6610003,1,"1",22.078001,2013,23.0080013,2013-01-01,8.967,15.9870005,26.7240009
"11546","DC 15",1.459,2,"1",11.1409998,2013,15.3590002,2013-02-01,2.5339999,8.9460001,18.1660004
"11547","DC 15",1.502,3,"1",13.5880003,2013,18.8689995,2013-03-01,6.2350001,12.5510006,74.9609985
"11548","DC 15",2.5020001,4,"1",18.6779995,2013,22.1560001,2013-04-01,8.3549995,15.2550011,31.7250004
"11549","DC 15",3.2780001,5,"1",22.7520008,2013,25.0300007,2013-05-01,10.8640003,17.9470005,18.7880001
"11550","DC 15",4.033,6,"1",31.1450005,2013,29.6870003,2013-06-01,14.1040001,21.8950005,37.6150017
"11551","DC 15",9.1560001,7,"1",43.6710014,2013,34.5550003,2013-07-01,17.8600006,26.2070007,0
"11552","DC 15",7.013,8,"1",36.7709999,2013,31.6970005,2013-08-01,15.4700003,23.5830002,0.439
"11553","DC 15",4.5749998,9,"1",28.0699997,2013,28.0020008,2013-09-01,13.6490002,20.8250008,32.2540016
"11554","DC 15",4.79,10,"1",23.3069992,2013,24.0119991,2013-10-01,9.2259998,16.618,5.0669999
"11555","DC 15",2.7049999,11,"1",15.6400003,2013,19.2759991,2013-11-01,6.217,12.7460003,41.8699989
"11556","DC 15",2.016,12,"1",11.7180004,2013,14.6420002,2013-12-01,1.596,8.118,12.3990002
"11557","DC 15",3.8820002,1,"1",22.3310013,2014,23.5810013,2014-01-01,10.5400009,17.0600014,32.6539993
"11558","DC 15",0.981,2,"1",9.2250004,2014,15.3520002,2014-02-01,5.559,10.4550009,281.2690125
"11559","DC 15",1.925,3,"1",13.0839996,2014,18.3040009,2014-03-01,7.125,12.7140007,194.1230011
"11560","DC 15",1.899,4,"1",16.7929993,2014,21.0100002,2014-04-01,7.8060002,14.4080009,59.2770004
"11561","DC 15",3.97,5,"1",25.8139992,2014,25.9540005,2014-05-01,11.1669998,18.5600014,10.3299999
"11562","DC 15",6.0170002,6,"1",35.4640007,2014,30.6350002,2014-06-01,13.7980003,22.2160015,0
"11563","DC 15",8.4569998,7,"1",42.2739983,2014,34.2029991,2014-07-01,18.2759991,26.2390003,0
"11564","DC 15",6.8850002,8,"1",36.2340012,2014,32.0390015,2014-08-01,16.9769993,24.5070019,2.188
"11565","DC 15",6.75,9,"1",33.0950012,2014,30.2049999,2014-09-01,15.1549997,22.6790009,22.8360004
"11566","DC 15",4.6170001,10,"1",24.1350002,2014,25.6380005,2014-10-01,11.9239998,18.7800007,30.4559994
"11567","DC 15",1.081,11,"1",10.4680004,2014,17.5219994,2014-11-01,6.8189998,12.1690006,124.8310013
"11568","DC 15",0.295,12,"1",5.4559999,2014,13.4189997,2014-12-01,5.9970002,9.7070007,320.5280151
"11569","DC 15",3.7830002,1,"1",22.1830006,2015,23.4560013,2015-01-01,9.9860001,16.7200012,0.802
"11570","DC 15",1.4069999,2,"1",12.2489996,2015,18.6149998,2015-02-01,6.8039999,12.7090006,107.1340027
"11571","DC 15",2.0899999,3,"1",15.9860001,2015,21.1550007,2015-03-01,7.8410001,14.4980011,18.052
"11572","DC 15",2.0020001,4,"1",17.4979992,2015,21.1410007,2015-04-01,7.0339999,14.0870008,75.8889999
"11573","DC 15",1.892,5,"1",20.0790005,2015,23.8390007,2015-05-01,9.7329998,16.7849998,5.1350002
"11574","DC 15",6.54,6,"1",37.0670013,2015,31.9810009,2015-06-01,15.3459997,23.663002,6.664
"11575","DC 15",7.448,7,"1",37.6199989,2015,32.5810013,2015-07-01,17.4120007,24.9960003,0.856
"11576","DC 15",7.8390002,8,"1",38.5760002,2015,32.4329987,2015-08-01,16.2560005,24.3440018,0
"11577","DC 15",8.8059998,9,"1",36.5110016,2015,30.5720005,2015-09-01,15.2969999,22.9340019,2.1240001
"11578","DC 15",4.8369999,10,"1",24.6989994,2015,26.3309994,2015-10-01,13.1210003,19.7250004,11.1569996
"11579","DC 15",1.194,11,"1",10.2309999,2015,15.5319996,2015-11-01,4.1360002,9.8330002,102.5149994
"11580","DC 15",0.457,12,"1",5.7350001,2015,11.3120003,2015-12-01,2.4849999,6.8980002,224.5119934
"11581","DC 15",3.5110002,1,"1",20.762001,2016,22.6180019,2016-01-01,9.7520008,16.1850014,298.6839905
"11582","DC 15",1.576,2,"1",13.0129995,2016,18.132,2016-02-01,5.7459998,11.9380007,47.4920006
"11583","DC 15",0.846,3,"1",9.8260002,2016,16.8139992,2016-03-01,6.4899998,11.651001,328.1459961
"11584","DC 15",1.819,4,"1",15.835,2016,21.4039993,2016-04-01,8.3330002,14.868001,45.8499985
"11585","DC 15",2.3529999,5,"1",19.7919998,2016,23.9829998,2016-05-01,10.8389997,17.4100018,28.0939999
"11586","DC 15",5.7600002,6,"1",35.5900002,2016,30.9950008,2016-06-01,14.7620001,22.8780003,0.497
"11587","DC 15",9.6759996,7,"1",42.5769997,2016,33.5589981,2016-07-01,16.3080006,24.9330006,0
"11588","DC 15",8.8260002,8,"1",40.9900017,2016,33.2270012,2016-08-01,16.125,24.6760006,0
"11589","DC 15",7.1869998,9,"1",33.6590004,2016,29.9109993,2016-09-01,13.9910002,21.9510002,0
"11590","DC 15",2.4560001,10,"1",15.9399996,2016,21.4050007,2016-10-01,10.4130001,15.9090004,219.6499939
"11591","DC 15",0.939,11,"1",10.533,2016,17.3869991,2016-11-01,7.0149999,12.2000008,134.8159943
"11592","DC 15",0.357,12,"1",6.0879998,2016,12.1260004,2016-12-01,2.3640001,7.2450004,238.7380066
"11593","DC 15",3.9259,1,"1",23.559,2021,23.1110001,2021-01-01,9.6587,16.3848,135.963089
"11594","DC 15",1.4053999,2,"1",10.3835993,2021,15.1309996,2021-02-01,3.6701,9.4004993,74.0621948
"11595","DC 15",1.6825999,3,"1",11.8901997,2021,15.8008995,2021-03-01,3.7903998,9.7955999,98.0312958
"11596","DC 15",2.5851998,4,"1",20.6061993,2021,22.5905991,2021-04-01,7.0660996,14.8282995,7.3325996
"11597","DC 15",3.7047,5,"1",27.9813995,2021,26.8719997,2021-05-01,10.4769001,18.6744003,1.6928999
"11598","DC 15",6.2925,6,"1",40.3386993,2021,32.4228973,2021-06-01,15.5586996,23.9906998,0
"11599","DC 15",9.8385,7,"1",49.6240997,2021,35.8830986,2021-07-01,18.7686005,27.3257999,0
"11600","DC 15",8.5992994,8,"1",42.678299,2021,33.7574997,2021-08-01,17.4373989,25.5973988,0
"11601","DC 15",6.9498,9,"1",38.716198,2021,31.6689987,2021-09-01,15.2792997,23.4741001,13.1527996
"11602","DC 15",3.2709999,10,"1",17.3234997,2021,21.4584999,2021-10-01,9.934,15.6961994,315.6315002
"11603","DC 15",0.9384,11,"1",9.6622,2021,17.5345001,2021-11-01,6.9482999,12.2413998,51.7561989
"11604","DC 15",0.5167999,12,"1",5.1903996,2021,10.7988997,2021-12-01,3.1181998,6.9584999,334.7420959
"11605","DC 15",4.6009998,1,"1",23.9568996,2022,23.3257999,2022-01-01,9.6892996,16.5074997,25.3710995
"11606","DC 15",2.5039001,2,"1",15.2247,2022,17.6190987,2022-02-01,3.1987,10.4088001,1.378
"11607","DC 15",2.1027,3,"1",15.6650991,2022,19.6156998,2022-03-01,6.5109997,13.0633001,35.8227005
"11608","DC 15",1.8849002,4,"1",16.4484997,2022,19.6075001,2022-04-01,6.599,13.1032,127.4403
"11609","DC 15",3.9040997,5,"1",23.7640991,2022,24.1197987,2022-05-01,9.4225998,16.7710991,5.3511
"11610","DC 15",7.0562997,6,"1",34.5025978,2022,29.9188995,2022-06-01,15.1104994,22.5145988,22.8563995
"11611","DC 15",9.2226992,7,"1",43.3900986,2022,33.7589989,2022-07-01,17.3885002,25.5737,0
"11612","DC 15",9.7448988,8,"1",43.9665985,2022,34.3848,2022-08-01,18.4744987,26.4295998,0
"11613","DC 15",8.8866987,9,"1",38.9993973,2022,31.6819992,2022-09-01,17.0686989,24.3752995,33.9931984
"11614","DC 15",6.2314997,10,"1",28.1985989,2022,27.1773987,2022-10-01,12.3456993,19.7614994,0
"11615","DC 15",1.8725003,11,"1",11.2487993,2022,15.3018999,2022-11-01,3.7805998,9.5411997,101.2253952
"11616","DC 15",0.378,12,"1",5.1840997,2022,11.2307997,2022-12-01,2.9503,7.0904999,372.1394043
"12853","DC 16",3.1990001,1,"1",19.559,2003,22.6400013,2003-01-01,10.2450008,16.4420013,85.2149963
"12854","DC 16",1.102,2,"1",8.4049997,2003,15.0939999,2003-02-01,4.598,9.8450003,55.8069992
"12855","DC 16",1.255,3,"1",10.6120005,2003,17.7269993,2003-03-01,6.402,12.0630007,99.2979965
"12856","DC 16",0.882,4,"1",8.2110004,2003,15.6059999,2003-04-01,6.2090001,10.9070005,153.2420044
"12857","DC 16",1.6390001,5,"1",17.9659996,2003,23.6940002,2003-05-01,9.802,16.7480011,52.7019997
"12858","DC 16",3.757,6,"1",30.316,2003,30.6399994,2003-06-01,14.3310003,22.4850006,0
"12859","DC 16",9.6529999,7,"1",44.5499992,2003,35.3510017,2003-07-01,19.257,27.3030014,0
"12860","DC 16",5.1420002,8,"1",32.9339981,2003,31.4160004,2003-08-01,16.5809994,23.9980011,39.2939987
"12861","DC 16",6.5799999,9,"1",34.2519989,2003,31.4449997,2003-09-01,15.7620001,23.6030006,0.016
"12862","DC 16",6.605,10,"1",28.1669998,2003,27.8969994,2003-10-01,12.9119997,20.4030018,2.2279999
"12863","DC 16",0.924,11,"1",7.8390002,2003,14.7489996,2003-11-01,5.2880001,10.0180006,104.0699997
"12864","DC 16",0.504,12,"1",5.6570001,2003,12.9420004,2003-12-01,5.4619999,9.2010002,249.3099976
"12865","DC 16",3.5230002,1,"1",20.2780018,2004,22.7150002,2004-01-01,10.0860004,16.4000015,93.3639984
"12866","DC 16",0.841,2,"1",NA,2004,13.684,2004-02-01,5.0619998,9.3720007,191.802002
"12867","DC 16",2.684,3,"1",NA,2004,21.8220005,2004-03-01,9.0780001,15.4500008,36.7420006
"12868","DC 16",3.1589999,4,"1",NA,2004,22.1590004,2004-04-01,9.1230001,15.6410007,11.9379997
"12869","DC 16",2.615,5,"1",NA,2004,25.1560001,2004-05-01,10.4320002,17.7940006,7.5879998
"12870","DC 16",4.1849999,6,"1",NA,2004,30.375,2004-06-01,14.1499996,22.262001,0
"12871","DC 16",6.7119999,7,"1",NA,2004,32.9970016,2004-07-01,17.0310001,25.0140018,0
"12872","DC 16",7.4369998,8,"1",NA,2004,32.5400009,2004-08-01,16.5130005,24.526001,0
"12873","DC 16",8.8260002,9,"1",NA,2004,30.0380001,2004-09-01,15.0979996,22.5670013,7.9840002
"12874","DC 16",3.6099999,10,"1",NA,2004,22.3290005,2004-10-01,11.1120005,16.7200012,115.7679977
"12875","DC 16",0.953,11,"1",NA,2004,16.0419998,2004-11-01,5.7329998,10.8870001,83.6350021
"12876","DC 16",0.74,12,"1",NA,2004,13.7600002,2004-12-01,3.9890001,8.8740005,177.0630035
"12877","DC 16",2.7400002,1,"1",18.4020004,2005,22.210001,2005-01-01,10.2820005,16.2450008,147.727005
"12878","DC 16",0.934,2,"1",7.5689998,2005,15.8739996,2005-02-01,6.842,11.3580008,82.0289993
"12879","DC 16",1.36,3,"1",11.3990002,2005,18.2180004,2005-03-01,7.513,12.8650007,180.9450073
"12880","DC 16",1.175,4,"1",11.9350004,2005,18.6660004,2005-04-01,6.9320002,12.7990007,42.8069992
"12881","DC 16",1.216,5,"1",15.1160002,2005,22.6669998,2005-05-01,11.0559998,16.8610001,109.5429993
"12882","DC 16",1.688,6,"1",22.5049992,2005,26.0919991,2005-06-01,11.9829998,19.0360012,29.0799999
"12883","DC 16",6.1900001,7,"1",40.9329987,2005,35.243,2005-07-01,19.0090008,27.1260014,0
"12884","DC 16",9.1529999,8,"1",41.9220009,2005,34.2400017,2005-08-01,18.2110004,26.2250004,0
"12885","DC 16",4.8579998,9,"1",28.4519997,2005,28.3349991,2005-09-01,13.1459999,20.7390003,5.448
"12886","DC 16",3.757,10,"1",19.1539993,2005,23.7859993,2005-10-01,11.4259996,17.6050014,25.7989998
"12887","DC 16",1.853,11,"1",12.5349998,2005,18.8029995,2005-11-01,7.9510002,13.3760004,79.1930008
"12888","DC 16",0.353,12,"1",5.2150002,2005,13.4469995,2005-12-01,5.5139999,9.4800005,394.0480042
"12889","DC 16",3.3150001,1,"1",19.7720013,2006,22.2800007,2006-01-01,10.0690002,16.1740017,166.9700012
"12890","DC 16",1.154,2,"1",11.059,2006,16.3320007,2006-02-01,4.605,10.4680004,98.0979996
"12891","DC 16",0.604,3,"1",6.585,2006,12.3739996,2006-03-01,4.0910001,8.2320004,267.894989
"12892","DC 16",0.621,4,"1",8.8879995,2006,17.3369999,2006-04-01,8.1599998,12.7480001,191.2779999
"12893","DC 16",2.082,5,"1",22.7339993,2006,26.118,2006-05-01,11.7139997,18.9150009,22.7870007
"12894","DC 16",4.7290001,6,"1",32.8209991,2006,31.2700005,2006-06-01,15.8760004,23.5730019,0
"12895","DC 16",10.1490002,7,"1",45.3330002,2006,35.4650002,2006-07-01,19.6830006,27.5740013,0
"12896","DC 16",6.6799998,8,"1",35.769001,2006,31.9090004,2006-08-01,15.7639999,23.8360004,0
"12897","DC 16",7.8379998,9,"1",32.7360001,2006,30.1240005,2006-09-01,14.7419996,22.4320011,0
"12898","DC 16",3.9649999,10,"1",19.7889996,2006,23.2509995,2006-10-01,9.8249998,16.5370007,4.8280001
"12899","DC 16",0.629,11,"1",7.559,2006,16.2420006,2006-11-01,6.9590001,11.6000004,85.6159973
"12900","DC 16",0.96,12,"1",7.6490002,2006,13.2440004,2006-12-01,3.977,8.6100006,144.0429993
"12901","DC 16",3.1240001,1,"1",20.4060001,2007,22.6800003,2007-01-01,9.4790001,16.0790005,11.3850002
"12902","DC 16",0.896,2,"1",7.737,2007,14.4259996,2007-02-01,5.4530001,9.9390001,228.1970062
"12903","DC 16",1.878,3,"1",14.6120005,2007,20.4519997,2007-03-01,7.7150002,14.0830011,22.6809998
"12904","DC 16",1.8049999,4,"1",15.2489996,2007,20.7180004,2007-04-01,7.7849998,14.2510004,67.776001
"12905","DC 16",2.9100001,5,"1",24.7280006,2007,26.3290005,2007-05-01,10.8030005,18.566,21.441
"12906","DC 16",4.4629998,6,"1",32.7879982,2007,30.0799999,2007-06-01,13.8059998,21.9420013,2.211
"12907","DC 16",6.1350002,7,"1",38.2410011,2007,33.0180016,2007-07-01,16.493,24.7550011,0.104
"12908","DC 16",8.2869997,8,"1",39.4799995,2007,33.0439987,2007-08-01,16.7220001,24.8820019,0
"12909","DC 16",4.4959998,9,"1",26.2059994,2007,27.3799992,2007-09-01,13.4849997,20.4310017,17.0769997
"12910","DC 16",2.3540001,10,"1",15.2049999,2007,21.4629993,2007-10-01,10.3620005,15.9120007,60.7000008
"12911","DC 16",2.1630001,11,"1",14.2340002,2007,19.9759998,2007-11-01,7.5819998,13.7780008,33.7519989
"12912","DC 16",0.654,12,"1",6.2309999,2007,11.5050001,2007-12-01,2.586,7.0450006,166.2559967
"12913","DC 16",4.1260004,1,"1",21.7930012,2008,22.8440018,2008-01-01,9.7540007,16.2980003,234.477005
"12914","DC 16",1.168,2,"1",8.7770004,2008,14.3940001,2008-02-01,4.3610001,9.3770008,112.9810028
"12915","DC 16",1.895,3,"1",13.4090004,2008,18.3379993,2008-03-01,6.0159998,12.1760006,18.5340004
"12916","DC 16",2.6719999,4,"1",18.2339993,2008,20.6499996,2008-04-01,5.9289999,13.2890005,6.9330001
"12917","DC 16",4.1960001,5,"1",23.8600006,2008,25.5610008,2008-05-01,11.2550001,18.4080009,3.651
"12918","DC 16",6.4050002,6,"1",34.3230019,2008,30.6259995,2008-06-01,14.2309999,22.427002,0
"12919","DC 16",6.9850001,7,"1",39.3510017,2008,33.5550003,2008-07-01,17.0160007,25.2850018,0
"12920","DC 16",9.2919998,8,"1",41.3479996,2008,33.9679985,2008-08-01,17.823,25.894001,0
"12921","DC 16",9.1359997,9,"1",36.0149994,2008,31.0990009,2008-09-01,15.3199997,23.2090015,0
"12922","DC 16",5.8189998,10,"1",24.243,2008,25.4160004,2008-10-01,11.9420004,18.6790009,40.4980011
"12923","DC 16",1.109,11,"1",10.5790005,2008,18.7000008,2008-11-01,8.5279999,13.6130009,79.447998
"12924","DC 16",0.324,12,"1",5.6409998,2008,11.1709995,2008-12-01,2.0009999,6.5850005,113.8980026
"12925","DC 16",3.5150001,1,"1",20.3100014,2009,22.4490013,2009-01-01,9.7930002,16.1210003,57.9589996
"12926","DC 16",1.1,2,"1",8.0170002,2009,13.9429998,2009-02-01,5.3920002,9.6670008,175.5330048
"12927","DC 16",1.66,3,"1",11.4169998,2009,16.8470001,2009-03-01,5.5770001,11.2120008,111.6539993
"12928","DC 16",2.8099999,4,"1",17.1509991,2009,20.3670006,2009-04-01,6.881,13.6240005,15.0690002
"12929","DC 16",2.7320001,5,"1",23.1130009,2009,26.4470005,2009-05-01,12.2550001,19.3510017,80.6090012
"12930","DC 16",3.0650001,6,"1",26.0750008,2009,27.8519993,2009-06-01,13.3109999,20.5800018,19.6809998
"12931","DC 16",8.007,7,"1",41.5569992,2009,34.0079994,2009-07-01,17.1310005,25.5690022,0
"12932","DC 16",7.368,8,"1",37.3289986,2009,32.4140015,2009-08-01,16.7460003,24.5800018,0
"12933","DC 16",8.9300003,9,"1",35.8779984,2009,31.5149994,2009-09-01,16.7150002,24.1140003,3.711
"12934","DC 16",3.118,10,"1",15.9130001,2009,21.7189999,2009-10-01,10.0939999,15.9060011,64.5749969
"12935","DC 16",1.368,11,"1",11.5,2009,17.6270008,2009-11-01,6.5549998,12.0900002,44.7200012
"12936","DC 16",0.666,12,"1",5.8449998,2009,11.7110004,2009-12-01,2.96,7.3350005,114.6490021
"12937","DC 16",2.7650001,1,"1",17.6870003,2010,21.4100018,2010-01-01,9.9560003,15.6820011,215.5529938
"12938","DC 16",0.611,2,"1",6.6570001,2010,14.6689997,2010-02-01,6.4330001,10.5500002,92.1289978
"12939","DC 16",1.3789999,3,"1",11.0979996,2010,16.8299999,2010-03-01,5.8189998,11.3240004,80.5999985
"12940","DC 16",0.916,4,"1",9.9519997,2010,16.3180008,2010-04-01,6.2179999,11.2670002,177.522995
"12941","DC 16",1.7,5,"1",15.2419996,2010,20.4810009,2010-05-01,7.9990001,14.2400007,56.2410011
"12942","DC 16",3.3429999,6,"1",26.2210007,2010,28.3959999,2010-06-01,14.2620001,21.3290005,0.557
"12943","DC 16",4.9910002,7,"1",36.8269997,2010,33.2070007,2010-07-01,16.5109997,24.8580017,0
"12944","DC 16",6.2820001,8,"1",35.3110008,2010,31.4680004,2010-08-01,15.4359999,23.4510002,0.382
"12945","DC 16",7.4060001,9,"1",31.6110001,2010,29.9260006,2010-09-01,15.3240004,22.6250019,0
"12946","DC 16",3.9779999,10,"1",18.7380009,2010,23.6369991,2010-10-01,12.8859997,18.2600002,135.2409973
"12947","DC 16",1.441,11,"1",10.335,2010,16.4669991,2010-11-01,6.6459999,11.5550003,147.7819977
"12948","DC 16",0.358,12,"1",4.849,2010,13.2189999,2010-12-01,6.428,9.8230009,317.2860107
"12949","DC 16",2.6430001,1,"1",17.7770004,2011,21.4170017,2011-01-01,9.3780003,15.3970003,54.243
"12950","DC 16",1.619,2,"1",9.776,2011,14.0360003,2011-02-01,3.529,8.7820005,167.5180054
"12951","DC 16",0.739,3,"1",7.1630001,2011,13.9139996,2011-03-01,6.2309999,10.0720005,328.1419983
"12952","DC 16",1.238,4,"1",12.2209997,2011,18.6369991,2011-04-01,6.6989999,12.6670008,31.0419998
"12953","DC 16",1.98,5,"1",16.0130005,2011,20.8670006,2011-05-01,8.3929996,14.6290007,61.4959984
"12954","DC 16",2.6159999,6,"1",22.5450001,2011,26.3220005,2011-06-01,13.1140003,19.7180004,48.6640015
"12955","DC 16",4.704,7,"1",32.1209984,2011,31.5009995,2011-07-01,16.5349998,24.0170002,0
"12956","DC 16",5.619,8,"1",35.9259987,2011,32.6980019,2011-08-01,16.6580009,24.6780014,0
"12957","DC 16",7.1900001,9,"1",34.7960014,2011,32.0359993,2011-09-01,17.2320004,24.6330013,22.5450001
"12958","DC 16",2.5710001,10,"1",16.3439999,2011,23.4669991,2011-10-01,12.2270002,17.8460007,62.9469986
"12959","DC 16",1.021,11,"1",8.9980001,2011,15.8850002,2011-11-01,6.0009999,10.9420004,35.9990005
"12960","DC 16",2.049,12,"1",11.2449999,2011,14.8620005,2011-12-01,2.757,8.809,3.473
"12961","DC 16",3.6300001,1,"1",20.4870014,2012,22.6500015,2012-01-01,10.2150002,16.4320011,121.2590027
"12962","DC 16",1.46,2,"1",10.6859999,2012,15.7919998,2012-02-01,4.5830002,10.1870003,48.9860001
"12963","DC 16",1.191,3,"1",8.2740002,2012,14.5930004,2012-03-01,5.717,10.1550007,292.598999
"12964","DC 16",1.299,4,"1",12.1809998,2012,18.9389992,2012-04-01,7.6570001,13.2970009,138.0379944
"12965","DC 16",2.8740001,5,"1",22.5319996,2012,25.4370003,2012-05-01,10.8030005,18.1200008,2.4514
"12966","DC 16",4.3309999,6,"1",30.6429996,2012,29.0400009,2012-06-01,13.1129999,21.0760002,7.7140002
"12967","DC 16",6.6009998,7,"1",37.4850006,2012,32.6150017,2012-07-01,16.5319996,24.5730019,0.246
"12968","DC 16",10.1610003,8,"1",44.512001,2012,34.7949982,2012-08-01,18.677,26.7350006,0
"12969","DC 16",8.2530003,9,"1",35.0660019,2012,31.8099995,2012-09-01,16.3129997,24.0600014,0
"12970","DC 16",4.0609999,10,"1",19.7810001,2012,24.2679996,2012-10-01,12.2469997,18.2560005,53.8260002
"12971","DC 16",1.173,11,"1",9.1339998,2012,17.3579998,2012-11-01,8.8970003,13.1270008,238.5449982
"12972","DC 16",0.322,12,"1",5.1240001,2012,11.823,2012-12-01,3.7119999,7.7670002,342.0617981
"12973","DC 16",3.7350001,1,"1",21.5970001,2013,23.3190002,2013-01-01,10.0820007,16.7000008,19.7840004
"12974","DC 16",1.677,2,"1",10.9870005,2013,15.8769999,2013-02-01,3.9590001,9.9170008,18.5219994
"12975","DC 16",1.738,3,"1",13.4910002,2013,19.3670006,2013-03-01,7.4390001,13.4030008,71.526001
"12976","DC 16",2.5190001,4,"1",18.823,2013,22.7369995,2013-04-01,9.3339996,16.0340004,31.4790001
"12977","DC 16",3.5780001,5,"1",23.1809998,2013,25.6620007,2013-05-01,11.9460001,18.8040009,13.5570002
"12978","DC 16",4.1290002,6,"1",30.7889996,2013,30.0820007,2013-06-01,15.052,22.5670013,30.5540009
"12979","DC 16",8.3339996,7,"1",42.5369987,2013,34.6710014,2013-07-01,18.4650002,26.5680008,0
"12980","DC 16",6.5700002,8,"1",35.2470016,2013,31.816,2013-08-01,16.3419991,24.078001,0.031
"12981","DC 16",4.7470002,9,"1",27.1919994,2013,28.2269993,2013-09-01,14.8059998,21.5150013,21.5569992
"12982","DC 16",5.348,10,"1",22.4860001,2013,24.2159996,2013-10-01,10.8599997,17.5370007,3.8110001
"12983","DC 16",3.1259999,11,"1",15.3219995,2013,19.5990009,2013-11-01,7.5780001,13.5880003,39.0820007
"12984","DC 16",2.069,12,"1",11.1899996,2013,14.6999998,2013-12-01,2.592,8.6450005,8.2729998
"12985","DC 16",3.9290001,1,"1",21.7010002,2014,23.9400005,2014-01-01,11.6280003,17.7830009,27.6270008
"12986","DC 16",1.2589999,2,"1",9.1800003,2014,15.9779997,2014-02-01,6.9580002,11.467001,245.2310028
"12987","DC 16",2.108,3,"1",12.9399996,2014,18.9009991,2014-03-01,8.3789997,13.6390009,177.9369965
"12988","DC 16",1.956,4,"1",16.5,2014,21.4729996,2014-04-01,8.9689999,15.2200003,39.8839989
"12989","DC 16",4.302,5,"1",26.1200008,2014,26.5699997,2014-05-01,12.3570004,19.4630013,4.1760001
