Stream,Lab_log,Site_code,Month,Day,Year,Number_of_collections,Fraction_Size,Class_order,Family,Subfamily_tribe,Genus,Species,Tally,Sample_density,Large_rare,Unique,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Trichoptera,Leptoceridae,,Mystacides,,58,77,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Trichoptera,Polycentropidae,,Polycentropus,,3,4,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Trichoptera,Philopotamidae,,Wormaldia,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Trichoptera,Hydropsychidae,,Hydropsyche,,3,4,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Trichoptera,Hydropsychidae,,Cheumatopsyche,,12,16,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Coleoptera,Psephenidae,,Eubrianax,edwardsii,12,16,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Odonata,Coenagrionidae,,,,3,4,N,Y,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Odonata,Gomphidae,,,,2,3,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Odonata,Coenagrionidae,,Argia,,15,20,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Coleoptera,Elmidae,,Optioservus,,13,17,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Coleoptera,Elmidae,,Zaitzevia,,8,11,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Coleoptera,Elmidae,,Ordobrevia,nubifera,32,43,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Coleoptera,Elmidae,,Dubiraphia,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Odonata,Calopterygidae,,Hetaerina,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Monostilifera,Sperchonidae,,Prostoma,,4,5,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Gastropoda,Planorbidae,,Gyraulus,,8,11,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Gastropoda,Planorbidae,,Menetus,,4,5,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Gastropoda,Planorbidae,,Ferrissia,,7,9,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Anompoda,Chydoridae,,,,4,5,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Diptera,Simuliidae,,Simulium,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Bivalvia,Sphaeriidae,,,,2,3,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Gastropoda,Planorbidae,,Helisoma,,2,3,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Amphipoda,Crangonyctidae,,Crangonyx,,56,75,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Amphipoda,Hyalellidae,,Hyalella,,2,3,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Gastropoda,Lymnaeidae,,Galba,,2,3,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Diptera,Ceratopogonidae,Ceratopogoninae,,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Gastropoda,Physidae,,Physa_Physella,,29,39,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Venerida,Cyrenidae,,Corbicula,,8,11,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Trichoptera,Hydroptilidae,,Hydroptila,,2,3,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Decapoda,Cambaridae,,Faxonius,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Coleoptera,Eulichadidae,,Stenocolus,,1,1,Y,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Lepidoptera,Crambidae,,Petrophila,,1,1,Y,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Trichoptera,Odontoceridae,,Marilia,,1,1,Y,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Trombidiformes,Torrenticolidae,,Torrenticola,,7,9,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Trombidiformes,Lebertiidae,,Lebertia,,2,3,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Trombidiformes,Hygrobatidae,,Atractides,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Trombidiformes,Hygrobatidae,,Hygrobates,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Diptera,Chironomidae,Tanypodinae,Ablabesmyia,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Diptera,Chironomidae,Orthocladiinae,Cricotopus,,5,7,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Diptera,Chironomidae,Orthocladiinae,Cricotopus_Orthocladius,,3,4,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Diptera,Chironomidae,Orthocladiinae,Thienemanniella,,7,9,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Diptera,Chironomidae,Chironominae Chironomini,Microtendipes,rydalensis group,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Diptera,Chironomidae,Chironominae Chironomini,Pagastiella,,3,4,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Diptera,Chironomidae,Chironominae Chironomini,Polypedilum,,3,4,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Diptera,Chironomidae,Chironominae Chironomini,Stenochironomus,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Diptera,Chironomidae,Chironominae Tanytarsini,Micropsectra,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Diptera,Chironomidae,Chironominae Tanytarsini,Rheotanytarsus,,5,7,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Diptera,Chironomidae,Chironominae Tanytarsini,Stempellinella,,44,59,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,23985,DC 15,10,5,2021,11,0.75,Diptera,Chironomidae,Chironominae Tanytarsini,Tanytarsus,,20,27,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Oligochaeta,Oligochaeta,,,,150,150,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Ostracoda,Ostracoda,,,,0,0,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Ephemeroptera,Baetidae,,Fallceon,,2,2,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Ephemeroptera,Caenidae,,Caenis,,9,9,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Ephemeroptera,Leptohyphidae,,Tricorythodes,,58,58,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Ephemeroptera,Ephemerellidae,,Attenella,soquele,73,73,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Trichoptera,Helicopsychidae,,Helicopsyche,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Trichoptera,Leptoceridae,,Mystacides,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Trichoptera,Philopotamidae,,Chimarra,,4,4,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Odonata,Coenagrionidae,,Argia,,6,6,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Odonata,Gomphidae,,,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Coleoptera,Psephenidae,,Psephenus,,23,23,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Coleoptera,Psephenidae,,Eubrianax,edwardsii,2,2,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Coleoptera,Elmidae,,Microcylloepus,,9,9,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Coleoptera,Elmidae,,Dubiraphia,,34,34,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Coleoptera,Hydraenidae,,Hydraena,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Monostilifera,Sperchonidae,,Prostoma,,2,2,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Coleoptera,Elmidae,,Zaitzevia,,3,3,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Coleoptera,Elmidae,,Optioservus,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Gastropoda,Planorbidae,,Helisoma,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Diptera,Simuliidae,,Simulium,,5,5,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Diptera,Ceratopogonidae,Ceratopogoninae,,,3,3,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Bivalvia,Sphaeriidae,,,,6,6,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Gastropoda,Planorbidae,,Ferrissia,,5,5,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Decapoda,Cambaridae,,Faxonius,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Venerida,Cyrenidae,,Corbicula,,6,6,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Diptera,Ceratopogonidae,,Dasyhelea,,11,11,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Amphipoda,Hyalellidae,,Hyalella,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Amphipoda,Crangonyctidae,,Crangonyx,,46,46,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Trombidiformes,Unionicolidae,,Neumania,,32,32,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Trombidiformes,Arrenuridae,,Arrenurus,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Trombidiformes,Mideopsidae,,Mideopsis,,9,9,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Oribatida,Oribatida,,,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Diptera,Chironomidae,,,,2,2,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Diptera,Chironomidae,Tanypodinae,Ablabesmyia,,8,8,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Diptera,Chironomidae,Tanypodinae,Labrundinia,,2,2,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Diptera,Chironomidae,Tanypodinae,Pentaneura,,3,3,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Diptera,Chironomidae,Tanypodinae,Procladius,,2,2,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Diptera,Chironomidae,Tanypodinae,Thienemannimyia group,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Diptera,Chironomidae,Orthocladiinae,Cricotopus,,3,3,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Diptera,Chironomidae,Orthocladiinae,Thienemanniella,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Diptera,Chironomidae,Chironominae Chironomini,Cryptochironomus,,5,5,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Diptera,Chironomidae,Chironominae Chironomini,Cryptotendipes,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Diptera,Chironomidae,Chironominae Chironomini,Dicrotendipes,,4,4,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Diptera,Chironomidae,Chironominae Chironomini,Pagastiella,,21,21,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Diptera,Chironomidae,Chironominae Chironomini,Paralauterborniella,,2,2,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Diptera,Chironomidae,Chironominae Chironomini,Phaenopsectra,,2,2,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Diptera,Chironomidae,Chironominae Tanytarsini,,,9,9,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Diptera,Chironomidae,Chironominae Tanytarsini,Rheotanytarsus,,5,5,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Diptera,Chironomidae,Chironominae Tanytarsini,Stempellinella,,10,10,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,24285,DC 16,5,13,2021,11,1,Diptera,Chironomidae,Chironominae Tanytarsini,Tanytarsus,,20,20,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Oligochaeta,Oligochaeta,,,,36,96,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Ostracoda,Ostracoda,,,,5,13,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Ephemeroptera,Leptohyphidae,,Tricorythodes,,43,115,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Ephemeroptera,Ephemerellidae,,Serratella,micheneri,20,53,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Ephemeroptera,Baetidae,,Callibaetis,,2,5,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Ephemeroptera,Leptophlebiidae,,Paraleptophlebia,,8,21,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Ephemeroptera,Heptageniidae,,Epeorus,albertae group,3,8,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Ephemeroptera,Baetidae,,Anafroptilum_Procloeon,,50,133,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Ephemeroptera,Baetidae,,Baetis,piscatoris complex,7,19,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Ephemeroptera,Baetidae,,Baetis,tricaudatus complex,11,29,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Ephemeroptera,Baetidae,,Diphetor,hageni,13,35,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Ephemeroptera,Heptageniidae,,Afghanurus,criddlei,11,29,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Plecoptera,Chloroperlidae,,Sweltsa,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Plecoptera,Perlidae,,Calineuria,californica,49,131,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Plecoptera,Chloroperlidae,,,,7,19,N,Y,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Trichoptera,Hydropsychidae,,Hydropsyche,,29,77,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Trichoptera,Hydropsychidae,,Cheumatopsyche,,6,16,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Trichoptera,Rhyacophilidae,,Rhyacophila,betteni group,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Trichoptera,Helicopsychidae,,Helicopsyche,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Trichoptera,Leptoceridae,,Mystacides,,12,32,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Trichoptera,Lepidostomatidae,,Lepidostoma,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Trichoptera,Odontoceridae,,Marilia,,28,75,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Odonata,Coenagrionidae,,Argia,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Odonata,Gomphidae,,Octogomphus,specularis,2,5,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Hemiptera,Corixidae,,,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Megaloptera,Sialidae,,Sialis,,50,133,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Coleoptera,Elmidae,,Ordobrevia,nubifera,71,189,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Coleoptera,Elmidae,,Optioservus,,25,67,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Odonata,Gomphidae,,,,1,3,N,Y,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Coleoptera,Elmidae,,Zaitzevia,,14,37,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Turbellaria,Turbellaria,,,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Diptera,Tipulidae,,Antocha,,2,5,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Gastropoda,Lymnaeidae,,Galba,,7,19,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Diptera,Tipulidae,,Hexatoma,,2,5,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Diptera,Tipulidae,,Cryptolabis,,8,21,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Gastropoda,Planorbidae,,Helisoma,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Venerida,Cyrenidae,,Corbicula,,4,11,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Decapoda,Cambaridae,,Faxonius,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Diptera,Simuliidae,,Simulium,,3,8,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Gastropoda,Planorbidae,,Menetus,,2,5,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Gastropoda,Physidae,,Physa_Physella,,3,8,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Amphipoda,Crangonyctidae,,Crangonyx,,36,96,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Opisthopora,Lumbricidae,,,,1,3,Y,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Ephemeroptera,Siphlonuridae,,Siphlonurus,,1,3,Y,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Coleoptera,Eulichadidae,,Stenocolus,,1,3,Y,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Trombidiformes,Sperchonidae,,Sperchon,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Diptera,Chironomidae,Tanypodinae,,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Diptera,Chironomidae,Tanypodinae,Ablabesmyia,,17,45,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Diptera,Chironomidae,Tanypodinae,Thienemannimyia group,,4,11,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Diptera,Chironomidae,Orthocladiinae,Brillia,,4,11,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Diptera,Chironomidae,Orthocladiinae,Corynoneura,,2,5,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Diptera,Chironomidae,Orthocladiinae,Cricotopus,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Diptera,Chironomidae,Orthocladiinae,Cricotopus_Orthocladius,,2,5,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Diptera,Chironomidae,Orthocladiinae,Lopescladius,,4,11,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Diptera,Chironomidae,Orthocladiinae,Parakiefferiella,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Diptera,Chironomidae,Orthocladiinae,Parametriocnemus,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Diptera,Chironomidae,Orthocladiinae,Psectrocladius,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Diptera,Chironomidae,Orthocladiinae,Rheocricotopus,,2,5,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Diptera,Chironomidae,Orthocladiinae,Synorthocladius,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Diptera,Chironomidae,Orthocladiinae,Thienemanniella,,3,8,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Diptera,Chironomidae,Chironominae Chironomini,Dicrotendipes,,14,37,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Diptera,Chironomidae,Chironominae Chironomini,Paratendipes,,2,5,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Diptera,Chironomidae,Chironominae Chironomini,Phaenopsectra,punctipes group,4,11,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Diptera,Chironomidae,Chironominae Chironomini,Polypedilum,,13,35,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Diptera,Chironomidae,Chironominae Tanytarsini,Paratanytarsus,,3,8,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Diptera,Chironomidae,Chironominae Tanytarsini,Rheotanytarsus,,3,8,N,N,,,,,,,,,,,,,,,,,,,,
Squirrel Creek,22623,DC 15,7,6,2021,11,0.375,Diptera,Chironomidae,Chironominae Tanytarsini,Stempellinella,,8,21,N,N,,,,,,,,,,,,,,,,,,,,
